tempo_s,freq_khz,potencia_db_rel
0.4,3.40625,-26.474152
0.472,3.40625,-48.103558
0.552,3.40625,-52.970528
0.624,3.40625,-70
0.704,3.40625,-64.543976
0.776,3.40625,-54.452316
0.856,3.40625,-35.317631
0.928,3.40625,-34.736172
1.008,3.40625,-50.418449
1.08,3.40625,-58.854973
1.16,3.40625,-59.041931
1.232,3.40625,-70
1.312,3.40625,-30.956501
1.384,3.40625,-35.140251
1.464,3.40625,-60.593628
1.536,3.40625,-70
1.616,3.40625,-70
1.688,3.40625,-58.642281
1.768,3.40625,-17.430668
1.84,3.40625,-33.104233
1.92,3.40625,-23.836292
1.992,3.40625,-33.338123
2.072,3.40625,-59.669998
2.144,3.40625,-70
2.224,3.40625,-46.668213
2.296,3.40625,-33.341221
2.376,3.40625,-55.009949
2.448,3.40625,-56.127975
2.528,3.40625,-68.974152
2.6,3.40625,-70
2.68,3.40625,-60.39212
2.752,3.40625,-38.910885
2.832,3.40625,-41.405128
2.904,3.40625,-48.279785
2.984,3.40625,-48.589722
0.016,3.5625,-70
0.096,3.5625,-70
0.168,3.5625,-70
0.248,3.5625,-70
0.32,3.5625,-28.464504
0.4,3.5625,-30.504692
0.472,3.5625,-42.703403
0.552,3.5625,-55.886818
0.624,3.5625,-70
0.704,3.5625,-58.18428
0.776,3.5625,-61.87722
0.856,3.5625,-41.152237
0.928,3.5625,-30.327446
1.008,3.5625,-49.351776
1.08,3.5625,-61.031181
1.16,3.5625,-65.787323
1.232,3.5625,-70
1.312,3.5625,-34.699879
1.384,3.5625,-38.679298
1.464,3.5625,-63.159035
1.536,3.5625,-70
1.616,3.5625,-70
1.688,3.5625,-50.263653
1.768,3.5625,-28.41703
1.84,3.5625,-39.003578
1.92,3.5625,-34.233669
1.992,3.5625,-50.274796
2.072,3.5625,-66.557854
2.144,3.5625,-70
2.224,3.5625,-48.091427
2.296,3.5625,-37.367195
2.376,3.5625,-55.164711
2.448,3.5625,-59.177963
2.528,3.5625,-66.524376
2.6,3.5625,-68.07795
2.68,3.5625,-68.502098
2.752,3.5625,-50.067406
2.832,3.5625,-38.162518
2.904,3.5625,-40.94471
2.984,3.5625,-46.079681
0.016,3.75,-70
0.096,3.75,-70
0.168,3.75,-70
0.248,3.75,-70
0.32,3.75,-46.640896
0.4,3.75,-50.271435
0.472,3.75,-56.662552
0.552,3.75,-63.787086
0.624,3.75,-70
0.704,3.75,-70
0.776,3.75,-63.169006
0.856,3.75,-46.559101
0.928,3.75,-39.648964
1.008,3.75,-58.952263
1.08,3.75,-69.747124
1.16,3.75,-70
1.232,3.75,-70
1.312,3.75,-40.626915
1.384,3.75,-51.814568
1.464,3.75,-61.562508
1.536,3.75,-70
1.616,3.75,-70
1.688,3.75,-57.76088
1.768,3.75,-40.007561
1.84,3.75,-52.544426
1.92,3.75,-40.100304
1.992,3.75,-55.975517
2.072,3.75,-66.944817
2.144,3.75,-70
2.224,3.75,-48.094215
2.296,3.75,-44.830391
2.376,3.75,-61.965179
2.448,3.75,-58.412552
2.528,3.75,-70
2.6,3.75,-70
2.68,3.75,-70
2.752,3.75,-61.412895
2.832,3.75,-38.760891
2.904,3.75,-46.00359
2.984,3.75,-54.220688
0.016,3.90625,-70
0.096,3.90625,-70
0.168,3.90625,-70
0.248,3.90625,-70
0.32,3.90625,-70
0.4,3.90625,-70
0.472,3.90625,-70
0.552,3.90625,-70
0.624,3.90625,-70
0.704,3.90625,-70
0.776,3.90625,-70
0.856,3.90625,-70
0.928,3.90625,-70
1.008,3.90625,-70
1.08,3.90625,-70
1.16,3.90625,-70
1.232,3.90625,-70
1.312,3.90625,-70
1.384,3.90625,-70
1.464,3.90625,-70
1.536,3.90625,-70
1.616,3.90625,-70
1.688,3.90625,-70
1.768,3.90625,-70
1.84,3.90625,-70
1.92,3.90625,-70
1.992,3.90625,-70
2.072,3.90625,-70
2.144,3.90625,-70
2.224,3.90625,-70
2.296,3.90625,-70
2.376,3.90625,-70
2.448,3.90625,-70
2.528,3.90625,-70
2.6,3.90625,-70
2.68,3.90625,-70
2.752,3.90625,-70
2.832,3.90625,-70
2.904,3.90625,-70
2.984,3.90625,-70
0.016,4.09375,-70
0.096,4.09375,-70
0.168,4.09375,-70
0.248,4.09375,-70
0.32,4.09375,-70
0.4,4.09375,-70
0.472,4.09375,-70
0.552,4.09375,-70
0.624,4.09375,-70
0.704,4.09375,-70
0.776,4.09375,-70
0.856,4.09375,-70
0.928,4.09375,-70
